date,ADI,AMAT,AMD,ASML,AVGO,INTC,KLAC,LRCX,MCHP,MPWR,MRVL,MU,NVDA,NXPI,ON,QCOM,QQQ,QRVO,SMH,SOXX,SPY,SWKS,TER,TXN
2023-01-03,153.73052978515625,94.03926086425781,64.0199966430664,532.8585205078125,52.80814743041992,25.775144577026367,365.1578369140625,40.103111267089844,63.85606384277344,334.5199890136719,35.51970672607422,49.627105712890625,14.299909591674805,145.8145751953125,61.61000061035156,99.50662231445312,259.46875,89.13999938964844,99.33596801757812,112.21332550048828,365.0720520019531,81.33026123046875,84.8016128540039,148.05599975585938
2023-01-04,157.0048370361328,96.54750061035156,64.66000366210938,553.471923828125,53.453125,26.691207885742188,368.7264709472656,40.89297866821289,65.41780853271484,349.03424072265625,36.13159942626953,53.4006233215332,14.733453750610352,148.55125427246094,62.20000076293945,103.52587890625,260.7048034667969,91.0,101.8615493774414,115.10176086425781,367.8905029296875,84.0083236694336,86.27202606201172,153.4626007080078
2023-01-05,151.11866760253906,95.19617462158203,62.33000183105469,548.1295776367188,52.955078125,26.57549476623535,362.1709899902344,40.37028503417969,63.85606384277344,338.5289611816406,34.283016204833984,53.90311050415039,14.24996280670166,144.36630249023438,59.7400016784668,101.54873657226562,256.6236877441406,90.29000091552734,100.03643035888672,113.16093444824219,363.69158935546875,83.05572509765625,85.97599029541016,151.4305877685547
2023-01-06,156.6357879638672,101.36951446533203,63.959999084472656,577.7310791015625,56.14276123046875,27.70370101928711,385.5612487792969,43.10093307495117,67.24755096435547,358.4177551269531,35.6867561340332,55.93272399902344,14.843338966369629,150.12176513671875,62.470001220703125,107.06244659423828,263.70684814453125,93.3499984741211,104.41178131103516,118.42656707763672,372.03179931640625,85.76972961425781,90.04187774658203,158.89646911621094
2023-01-09,158.13095092773438,103.52776336669922,67.23999786376953,602.4364624023438,55.041717529296875,28.262981414794922,395.976318359375,43.79399871826172,68.19938659667969,374.0342102050781,36.49736404418945,55.52876281738281,15.611526489257812,151.38192749023438,64.6500015258789,106.38483428955078,265.4139099121094,95.20999908447266,106.68578338623047,120.6083755493164,371.8209228515625,86.70436096191406,91.98600006103516,160.2753143310547
2023-01-10,160.1371612548828,105.03465270996094,68.05000305175781,614.129638671875,54.85470962524414,28.38833999633789,403.6761169433594,44.3922119140625,69.72416687011719,378.6283874511719,36.58633041381836,56.366233825683594,15.892230033874512,156.17819213867188,64.2699966430664,108.51976013183594,267.6605529785156,96.18000030517578,108.0718994140625,122.16822052001953,374.428466796875,87.62999725341797,93.53539276123047,161.83558654785156
2023-01-11,160.67657470703125,106.99847412109375,69.05999755859375,625.0763549804688,55.160980224609375,28.783693313598633,406.468994140625,44.94298553466797,69.67796325683594,387.6022033691406,37.980194091796875,57.20370101928711,15.984132766723633,158.67971801757812,64.62999725341797,109.89353942871094,272.2910461425781,99.05000305175781,109.3396224975586,123.74433135986328,379.1641845703125,90.27210235595703,95.07490539550781,162.26194763183594
2023-01-12,159.61669921875,107.13456726074219,70.80000305175781,632.7169189453125,55.52354049682617,29.207975387573242,406.39141845703125,45.49860382080078,69.53012084960938,389.8164367675781,38.86001205444336,56.42533874511719,16.493593215942383,160.0715789794922,64.93000030517578,112.8638916015625,273.7626953125,99.66000366210938,110.97728729248047,125.2488021850586,380.5445861816406,90.99104309082031,94.87751770019531,161.5906524658203
2023-01-13,159.91004943847656,106.91096496582031,71.0,639.6300048828125,55.24303436279297,29.03440284729004,407.33203125,45.849971771240234,69.23439025878906,388.66546630859375,40.204444885253906,56.09035873413086,16.881189346313477,161.58567810058594,65.1500015258789,111.61077880859375,275.6463317871094,100.4000015258789,111.37684631347656,125.76657104492188,382.0209045410156,91.31455993652344,96.16045379638672,162.3889617919922
2023-01-17,157.95115661621094,106.36656188964844,71.58999633789062,638.175537109375,55.26594161987305,28.542621612548828,403.36572265625,45.59056091308594,68.83702850341797,391.8063049316406,40.56032180786133,56.011539459228516,17.683338165283203,160.18441772460938,65.87000274658203,111.64791107177734,276.2055358886719,101.2699966430664,112.03783416748047,125.90985870361328,381.3211364746094,92.17728424072266,95.37095642089844,159.11415100097656
2023-01-18,157.0900115966797,106.64848327636719,70.52999877929688,632.4548950195312,54.79365539550781,27.78084373474121,402.5026550292969,45.19368362426758,68.29179382324219,388.0704345703125,40.026512145996094,55.67655944824219,17.35868263244629,160.51356506347656,66.33000183105469,113.28160095214844,272.61480712890625,100.97000122070312,111.33739471435547,125.2488021850586,375.30078125,91.4853286743164,94.65055847167969,157.62640380859375
2023-01-19,154.37408447265625,103.20695495605469,67.70999908447266,611.085205078125,53.737449645996094,27.404775619506836,389.93475341796875,43.935325622558594,66.30496215820312,373.8683166503906,38.12848663330078,55.52876281738281,16.74732780456543,155.17189025878906,63.4900016784668,109.14168548583984,269.9365539550781,98.79000091552734,108.61449432373047,121.73512268066406,372.56866455078125,89.79579162597656,92.61759185791016,155.0591583251953
2023-01-20,156.30453491210938,106.59986877441406,70.06999969482422,629.1195068359375,54.45875549316406,28.17619514465332,401.3293151855469,45.73672103881836,68.01456451416016,388.00213623046875,39.02806854248047,57.59779739379883,17.8201961517334,158.46343994140625,66.26000213623047,114.07988739013672,277.3239440917969,102.38999938964844,112.1463623046875,125.54512786865234,379.50927734375,92.61764526367188,96.249267578125,156.93698120117188
2023-01-23,160.5535888671875,110.98441314697266,76.52999877929688,655.4730834960938,55.49396896362305,29.188688278198242,412.70440673828125,47.50617599487305,70.5188980102539,417.9767761230469,42.26063919067383,60.90824508666992,19.17276954650879,162.72361755371094,70.80000305175781,121.62640380859375,283.4848937988281,109.43000030517578,117.43428039550781,131.8495635986328,384.0628356933594,98.50399017333984,102.14087677001953,161.62698364257812
2023-01-24,159.7965087890625,109.84696197509766,74.69999694824219,649.6361694335938,55.818359375,28.8511905670166,410.3382873535156,47.18867874145508,69.97367858886719,408.827392578125,42.02338409423828,60.35649490356445,19.244693756103516,162.85528564453125,70.08000183105469,121.32009887695312,282.9060363769531,108.11000061035156,116.60063934326172,130.8530731201172,383.6506652832031,96.43702697753906,101.66718292236328,160.6018524169922
2023-01-25,159.4084930419922,110.78026580810547,74.91000366210938,660.8058471679688,55.88038635253906,28.639049530029297,409.8339538574219,47.27579879760742,70.35255432128906,414.25067138671875,42.25075149536133,60.632362365722656,19.302629470825195,163.72987365722656,71.80999755859375,121.75637817382812,282.2781677246094,110.11000061035156,116.71902465820312,131.2080841064453,383.79443359375,98.3332290649414,102.0816650390625,158.7875518798828
2023-01-26,161.57559204101562,112.36492156982422,75.16000366210938,663.1038208007812,57.11118698120117,29.015119552612305,415.7882080078125,48.18085479736328,72.32091522216797,422.1223449707031,43.88186264038086,61.873783111572266,19.7811279296875,169.29727172851562,73.68000030517578,124.3461685180664,287.78192138671875,112.52999877929688,118.8105239868164,133.41917419433594,388.012451171875,100.66978454589844,102.30863189697266,157.9348602294922
2023-01-27,161.66075134277344,109.37059020996094,75.4000015258789,647.0958862304688,56.38700866699219,27.154062271118164,387.2874755859375,46.741477966308594,71.78494262695312,414.62139892578125,43.74346160888672,62.928001403808594,20.343534469604492,170.72666931152344,73.66999816894531,123.8263168334961,290.6465148925781,111.61000061035156,118.03114318847656,132.5692901611328,388.9040222167969,99.89694213867188,102.0816650390625,158.968994140625
2023-01-30,159.8627471923828,105.1902084350586,72.44999694824219,630.5352172851562,55.47679901123047,26.95156478881836,375.9510192871094,46.33008575439453,69.93672180175781,397.6003112792969,41.50933074951172,60.79985809326172,19.141803741455078,168.7894287109375,71.0199966430664,122.18335723876953,284.77001953125,107.69000244140625,115.20467376708984,129.04904174804688,384.0245361328125,97.57833099365234,98.8545913696289,158.17416381835938
2023-01-31,162.2664031982422,108.38868713378906,75.1500015258789,640.7449951171875,55.81645965576172,27.25048828125,380.6058044433594,48.408321380615234,71.72948455810547,416.0747375488281,42.656063079833984,59.41065979003906,19.516407012939453,173.3317108154297,73.44999694824219,123.64997863769531,289.03765869140625,108.66000366210938,116.95579528808594,131.45553588867188,389.6709899902344,98.55789947509766,100.364501953125,161.90171813964844
2023-02-01,167.11158752441406,115.69951629638672,84.63999938964844,657.8970336914062,57.50904846191406,28.03155517578125,397.37274169921875,51.327735900878906,75.00084686279297,446.5175476074219,45.59205627441406,61.67673110961914,20.92092514038086,182.38812255859375,77.83999633789062,128.52320861816406,295.21826171875,113.52999877929688,122.47062683105469,138.31031799316406,393.8122863769531,101.65833282470703,106.5719223022461,166.36929321289062
2023-02-02,169.6761474609375,120.80347442626953,88.30999755859375,675.369140625,57.79718780517578,29.111547470092773,401.7269592285156,52.3712158203125,78.1150894165039,462.3096008300781,48.201839447021484,62.23832702636719,21.686111450195312,184.47586059570312,82.12000274658203,126.10054016113281,305.8136291503906,106.97000122070312,125.08992004394531,141.51466369628906,399.5450439453125,101.89199829101562,110.07530212402344,168.76295471191406
